id,title,url,locator,revision,accessed_on,kind,scope,limitations
evidence:qwen-qwen3-vl-8b-instruct-parameters,Qwen3-VL-8B-Instruct — parameter specification,https://huggingface.co/Qwen/Qwen3-VL-8B-Instruct/blob/0c351dd01ed87e9c1b53cbc748cba10e6187ff3b/README.md,"README.md: parameter count / named model variant; matching lines 11, 53, 86, 91, 97, 133",0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,2026-09-15,publisher-report,Qwen/Qwen3-VL-8B-Instruct؛ شمار پارامترهای معرفی‌شده و حدود شمارش آن‌ها.,اعداد پارامتر معرفی مدل، گرد‌شده‌اند؛ safetensors.total شمار عناصر ذخیره‌شده است و الزاماً پارامتر یکتا نیست.
evidence:qwen-qwen3-vl-8b-instruct-license,Qwen3-VL-8B-Instruct — license declaration,https://huggingface.co/Qwen/Qwen3-VL-8B-Instruct/blob/0c351dd01ed87e9c1b53cbc748cba10e6187ff3b/README.md,README.md: license / underlying-model terms; Hub $.cardData.license; matching lines 2,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,2026-09-15,publisher-report,Qwen/Qwen3-VL-8B-Instruct؛ نام و شرایط مجوز اعلام‌شدهٔ ناشر؛ بدون داوری دربارهٔ اجرای حقوقی در ایران.,
evidence:qwen-qwen3-vl-8b-instruct-config,Qwen3-VL-8B-Instruct — configuration,https://huggingface.co/Qwen/Qwen3-VL-8B-Instruct/blob/0c351dd01ed87e9c1b53cbc748cba10e6187ff3b/config.json,"config.json: architectures, model_type, text_config, max_position_embeddings, quantization_config, torch_dtype/dtype",0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,2026-09-15,publisher-report,Qwen/Qwen3-VL-8B-Instruct؛ پیکربندی checkpoint، نه نتیجهٔ آزمون کیفیت یا سازگاری.,
evidence:qwen-qwen3-vl-8b-instruct-context,Qwen3-VL-8B-Instruct — context declaration,https://huggingface.co/Qwen/Qwen3-VL-8B-Instruct/blob/0c351dd01ed87e9c1b53cbc748cba10e6187ff3b/README.md,"README.md: context length / model specification / usage limits; matching lines 16, 29",0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,2026-09-15,publisher-report,Qwen/Qwen3-VL-8B-Instruct؛ طول زمینهٔ اعلام‌شده، جدا از مقدار پیکربندی و طول آزموده‌شده.,KV cache، توکن تصویر و خروجی تولیدی نیز باید در سناریوی واقعی حساب شوند.
evidence:qwen-qwen3-vl-8b-instruct-weight-files,Qwen3-VL-8B-Instruct — selected weight-file sizes,https://huggingface.co/api/models/Qwen/Qwen3-VL-8B-Instruct?blobs=true,$.siblings[ rfilename matches selected manifest filenames ].size; $.sha,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,2026-09-15,calculated-from-specifications,Qwen/Qwen3-VL-8B-Instruct؛ جمع بایت فایل‌های وزن همین نمایش؛ توکنایزر، cache و تبدیل خارج است.,اندازهٔ دیسک است؛ معادل VRAM یا RAM نیست. | هیچ فایل وزن دانلود یا روی سخت‌افزار اجرا نشده است.
evidence:qwen-qwen3-5-2b-card,Qwen3.5-2B — model card,https://huggingface.co/Qwen/Qwen3.5-2B/blob/15852e8c16360a2fea060d615a32b45270f8a8fc/README.md,"README.md: model description / architecture / intended use; matching lines 21, 26, 32, 43, 899",15852e8c16360a2fea060d615a32b45270f8a8fc,2026-09-15,publisher-report,Qwen/Qwen3.5-2B؛ شناسنامه و کاربرد اعلام‌شده، بدون تأیید مستقل.,اعداد پارامتر معرفی مدل، گرد‌شده‌اند؛ safetensors.total شمار عناصر ذخیره‌شده است و الزاماً پارامتر یکتا نیست. | کیفیت، زمان پاسخ و حداقل سخت‌افزار از شناسنامه استنتاج نمی‌شود.
evidence:qwen-qwen3-5-2b-metadata,Qwen3.5-2B — Hub metadata,https://huggingface.co/api/models/Qwen/Qwen3.5-2B?blobs=true,$.sha; $.id; $.pipeline_tag; $.cardData; $.safetensors; $.siblings,15852e8c16360a2fea060d615a32b45270f8a8fc,2026-09-15,publisher-report,Qwen/Qwen3.5-2B؛ فرادادهٔ مشاهده‌شده در این تاریخ، نه اندازه‌گیری اجرای مدل.,فهرست فایل و شمار tensorها معادل حافظهٔ اجرا یا شمار پارامتر یکتا نیست.
evidence:qwen-qwen3-5-2b-parameters,Qwen3.5-2B — parameter specification,https://huggingface.co/Qwen/Qwen3.5-2B/blob/15852e8c16360a2fea060d615a32b45270f8a8fc/README.md,"README.md: parameter count / named model variant; matching lines 4, 7, 10, 21, 48, 73, 296, 577, 585, 618, 624, 630",15852e8c16360a2fea060d615a32b45270f8a8fc,2026-09-15,publisher-report,Qwen/Qwen3.5-2B؛ شمار پارامترهای معرفی‌شده و حدود شمارش آن‌ها.,اعداد پارامتر معرفی مدل، گرد‌شده‌اند؛ safetensors.total شمار عناصر ذخیره‌شده است و الزاماً پارامتر یکتا نیست.
evidence:qwen-qwen3-5-2b-license,Qwen3.5-2B — license declaration,https://huggingface.co/Qwen/Qwen3.5-2B/blob/15852e8c16360a2fea060d615a32b45270f8a8fc/README.md,"README.md: license / underlying-model terms; Hub $.cardData.license; matching lines 3, 4",15852e8c16360a2fea060d615a32b45270f8a8fc,2026-09-15,publisher-report,Qwen/Qwen3.5-2B؛ نام و شرایط مجوز اعلام‌شدهٔ ناشر؛ بدون داوری دربارهٔ اجرای حقوقی در ایران.,
evidence:qwen-qwen3-5-2b-config,Qwen3.5-2B — configuration,https://huggingface.co/Qwen/Qwen3.5-2B/blob/15852e8c16360a2fea060d615a32b45270f8a8fc/config.json,"config.json: architectures, model_type, text_config, max_position_embeddings, quantization_config, torch_dtype/dtype",15852e8c16360a2fea060d615a32b45270f8a8fc,2026-09-15,publisher-report,Qwen/Qwen3.5-2B؛ پیکربندی checkpoint، نه نتیجهٔ آزمون کیفیت یا سازگاری.,
evidence:qwen-qwen3-5-2b-context,Qwen3.5-2B — context declaration,https://huggingface.co/Qwen/Qwen3.5-2B/blob/15852e8c16360a2fea060d615a32b45270f8a8fc/README.md,"README.md: context length / model specification / usage limits; matching lines 64, 176, 601, 602, 615, 618, 624, 630, 646, 933",15852e8c16360a2fea060d615a32b45270f8a8fc,2026-09-15,publisher-report,Qwen/Qwen3.5-2B؛ طول زمینهٔ اعلام‌شده، جدا از مقدار پیکربندی و طول آزموده‌شده.,KV cache، توکن تصویر و خروجی تولیدی نیز باید در سناریوی واقعی حساب شوند.
evidence:qwen-qwen3-5-2b-weight-files,Qwen3.5-2B — selected weight-file sizes,https://huggingface.co/api/models/Qwen/Qwen3.5-2B?blobs=true,$.siblings[ rfilename matches selected manifest filenames ].size; $.sha,15852e8c16360a2fea060d615a32b45270f8a8fc,2026-09-15,calculated-from-specifications,Qwen/Qwen3.5-2B؛ جمع بایت فایل‌های وزن همین نمایش؛ توکنایزر، cache و تبدیل خارج است.,اندازهٔ دیسک است؛ معادل VRAM یا RAM نیست. | هیچ فایل وزن دانلود یا روی سخت‌افزار اجرا نشده است.
evidence:qwen-qwen3-5-35b-a3b-card,Qwen3.5-35B-A3B — model card,https://huggingface.co/Qwen/Qwen3.5-35B-A3B/blob/59d61f3ce65a6d9863b86d2e96597125219dc754/README.md,"README.md: model description / architecture / intended use; matching lines 29, 35, 49, 917, 1191",59d61f3ce65a6d9863b86d2e96597125219dc754,2026-09-15,publisher-report,Qwen/Qwen3.5-35B-A3B؛ شناسنامه و کاربرد اعلام‌شده، بدون تأیید مستقل.,اعداد پارامتر معرفی مدل، گرد‌شده‌اند؛ safetensors.total شمار عناصر ذخیره‌شده است و الزاماً پارامتر یکتا نیست. | کیفیت، زمان پاسخ و حداقل سخت‌افزار از شناسنامه استنتاج نمی‌شود.
evidence:qwen-qwen3-5-35b-a3b-metadata,Qwen3.5-35B-A3B — Hub metadata,https://huggingface.co/api/models/Qwen/Qwen3.5-35B-A3B?blobs=true,$.sha; $.id; $.pipeline_tag; $.cardData; $.safetensors; $.siblings,59d61f3ce65a6d9863b86d2e96597125219dc754,2026-09-15,publisher-report,Qwen/Qwen3.5-35B-A3B؛ فرادادهٔ مشاهده‌شده در این تاریخ، نه اندازه‌گیری اجرای مدل.,فهرست فایل و شمار tensorها معادل حافظهٔ اجرا یا شمار پارامتر یکتا نیست.
evidence:qwen-qwen3-5-35b-a3b-parameters,Qwen3.5-35B-A3B — parameter specification,https://huggingface.co/Qwen/Qwen3.5-35B-A3B/blob/59d61f3ce65a6d9863b86d2e96597125219dc754/README.md,"README.md: parameter count / named model variant; matching lines 4, 7, 10, 24, 54, 88, 459, 933, 939, 945, 964, 970",59d61f3ce65a6d9863b86d2e96597125219dc754,2026-09-15,publisher-report,Qwen/Qwen3.5-35B-A3B؛ شمار پارامترهای معرفی‌شده و حدود شمارش آن‌ها.,اعداد پارامتر معرفی مدل، گرد‌شده‌اند؛ safetensors.total شمار عناصر ذخیره‌شده است و الزاماً پارامتر یکتا نیست.
evidence:qwen-qwen3-5-35b-a3b-license,Qwen3.5-35B-A3B — license declaration,https://huggingface.co/Qwen/Qwen3.5-35B-A3B/blob/59d61f3ce65a6d9863b86d2e96597125219dc754/README.md,"README.md: license / underlying-model terms; Hub $.cardData.license; matching lines 3, 4",59d61f3ce65a6d9863b86d2e96597125219dc754,2026-09-15,publisher-report,Qwen/Qwen3.5-35B-A3B؛ نام و شرایط مجوز اعلام‌شدهٔ ناشر؛ بدون داوری دربارهٔ اجرای حقوقی در ایران.,
evidence:qwen-qwen3-5-35b-a3b-config,Qwen3.5-35B-A3B — configuration,https://huggingface.co/Qwen/Qwen3.5-35B-A3B/blob/59d61f3ce65a6d9863b86d2e96597125219dc754/config.json,"config.json: architectures, model_type, text_config, max_position_embeddings, quantization_config, torch_dtype/dtype",59d61f3ce65a6d9863b86d2e96597125219dc754,2026-09-15,publisher-report,Qwen/Qwen3.5-35B-A3B؛ پیکربندی checkpoint، نه نتیجهٔ آزمون کیفیت یا سازگاری.,
evidence:qwen-qwen3-5-35b-a3b-context,Qwen3.5-35B-A3B — context declaration,https://huggingface.co/Qwen/Qwen3.5-35B-A3B/blob/59d61f3ce65a6d9863b86d2e96597125219dc754/README.md,"README.md: context length / model specification / usage limits; matching lines 24, 69, 72, 156, 438, 439, 915, 916, 917, 930, 933, 939",59d61f3ce65a6d9863b86d2e96597125219dc754,2026-09-15,publisher-report,Qwen/Qwen3.5-35B-A3B؛ طول زمینهٔ اعلام‌شده، جدا از مقدار پیکربندی و طول آزموده‌شده.,KV cache، توکن تصویر و خروجی تولیدی نیز باید در سناریوی واقعی حساب شوند.
evidence:qwen-qwen3-5-35b-a3b-weight-files,Qwen3.5-35B-A3B — selected weight-file sizes,https://huggingface.co/api/models/Qwen/Qwen3.5-35B-A3B?blobs=true,$.siblings[ rfilename matches selected manifest filenames ].size; $.sha,59d61f3ce65a6d9863b86d2e96597125219dc754,2026-09-15,calculated-from-specifications,Qwen/Qwen3.5-35B-A3B؛ جمع بایت فایل‌های وزن همین نمایش؛ توکنایزر، cache و تبدیل خارج است.,اندازهٔ دیسک است؛ معادل VRAM یا RAM نیست. | هیچ فایل وزن دانلود یا روی سخت‌افزار اجرا نشده است.
evidence:qwen-qwen3-5-4b-card,Qwen3.5-4B — model card,https://huggingface.co/Qwen/Qwen3.5-4B/blob/851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a/README.md,"README.md: model description / architecture / intended use; matching lines 23, 29, 43, 732, 1006",851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,2026-09-15,publisher-report,Qwen/Qwen3.5-4B؛ شناسنامه و کاربرد اعلام‌شده، بدون تأیید مستقل.,اعداد پارامتر معرفی مدل، گرد‌شده‌اند؛ safetensors.total شمار عناصر ذخیره‌شده است و الزاماً پارامتر یکتا نیست. | کیفیت، زمان پاسخ و حداقل سخت‌افزار از شناسنامه استنتاج نمی‌شود.
evidence:qwen-qwen3-5-4b-metadata,Qwen3.5-4B — Hub metadata,https://huggingface.co/api/models/Qwen/Qwen3.5-4B?blobs=true,$.sha; $.id; $.pipeline_tag; $.cardData; $.safetensors; $.siblings,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,2026-09-15,publisher-report,Qwen/Qwen3.5-4B؛ فرادادهٔ مشاهده‌شده در این تاریخ، نه اندازه‌گیری اجرای مدل.,فهرست فایل و شمار tensorها معادل حافظهٔ اجرا یا شمار پارامتر یکتا نیست.
evidence:qwen-qwen3-5-4b-parameters,Qwen3.5-4B — parameter specification,https://huggingface.co/Qwen/Qwen3.5-4B/blob/851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a/README.md,"README.md: parameter count / named model variant; matching lines 4, 7, 10, 48, 73, 333, 748, 754, 760, 779, 785, 791",851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,2026-09-15,publisher-report,Qwen/Qwen3.5-4B؛ شمار پارامترهای معرفی‌شده و حدود شمارش آن‌ها.,اعداد پارامتر معرفی مدل، گرد‌شده‌اند؛ safetensors.total شمار عناصر ذخیره‌شده است و الزاماً پارامتر یکتا نیست.
evidence:qwen-qwen3-5-4b-license,Qwen3.5-4B — license declaration,https://huggingface.co/Qwen/Qwen3.5-4B/blob/851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a/README.md,"README.md: license / underlying-model terms; Hub $.cardData.license; matching lines 3, 4",851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,2026-09-15,publisher-report,Qwen/Qwen3.5-4B؛ نام و شرایط مجوز اعلام‌شدهٔ ناشر؛ بدون داوری دربارهٔ اجرای حقوقی در ایران.,
evidence:qwen-qwen3-5-4b-config,Qwen3.5-4B — configuration,https://huggingface.co/Qwen/Qwen3.5-4B/blob/851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a/config.json,"config.json: architectures, model_type, text_config, max_position_embeddings, quantization_config, torch_dtype/dtype",851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,2026-09-15,publisher-report,Qwen/Qwen3.5-4B؛ پیکربندی checkpoint، نه نتیجهٔ آزمون کیفیت یا سازگاری.,
evidence:qwen-qwen3-5-4b-context,Qwen3.5-4B — context declaration,https://huggingface.co/Qwen/Qwen3.5-4B/blob/851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a/README.md,"README.md: context length / model specification / usage limits; matching lines 64, 149, 730, 731, 732, 745, 748, 754, 760, 776, 1059, 1090",851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,2026-09-15,publisher-report,Qwen/Qwen3.5-4B؛ طول زمینهٔ اعلام‌شده، جدا از مقدار پیکربندی و طول آزموده‌شده.,KV cache، توکن تصویر و خروجی تولیدی نیز باید در سناریوی واقعی حساب شوند.
evidence:qwen-qwen3-5-4b-weight-files,Qwen3.5-4B — selected weight-file sizes,https://huggingface.co/api/models/Qwen/Qwen3.5-4B?blobs=true,$.siblings[ rfilename matches selected manifest filenames ].size; $.sha,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,2026-09-15,calculated-from-specifications,Qwen/Qwen3.5-4B؛ جمع بایت فایل‌های وزن همین نمایش؛ توکنایزر، cache و تبدیل خارج است.,اندازهٔ دیسک است؛ معادل VRAM یا RAM نیست. | هیچ فایل وزن دانلود یا روی سخت‌افزار اجرا نشده است.
evidence:qwen-qwen3-5-9b-card,Qwen3.5-9B — model card,https://huggingface.co/Qwen/Qwen3.5-9B/blob/c202236235762e1c871ad0ccb60c8ee5ba337b9a/README.md,"README.md: model description / architecture / intended use; matching lines 23, 29, 43, 730, 1004",c202236235762e1c871ad0ccb60c8ee5ba337b9a,2026-09-15,publisher-report,Qwen/Qwen3.5-9B؛ شناسنامه و کاربرد اعلام‌شده، بدون تأیید مستقل.,اعداد پارامتر معرفی مدل، گرد‌شده‌اند؛ safetensors.total شمار عناصر ذخیره‌شده است و الزاماً پارامتر یکتا نیست. | کیفیت، زمان پاسخ و حداقل سخت‌افزار از شناسنامه استنتاج نمی‌شود.
evidence:qwen-qwen3-5-9b-metadata,Qwen3.5-9B — Hub metadata,https://huggingface.co/api/models/Qwen/Qwen3.5-9B?blobs=true,$.sha; $.id; $.pipeline_tag; $.cardData; $.safetensors; $.siblings,c202236235762e1c871ad0ccb60c8ee5ba337b9a,2026-09-15,publisher-report,Qwen/Qwen3.5-9B؛ فرادادهٔ مشاهده‌شده در این تاریخ، نه اندازه‌گیری اجرای مدل.,فهرست فایل و شمار tensorها معادل حافظهٔ اجرا یا شمار پارامتر یکتا نیست.
evidence:qwen-qwen3-5-9b-parameters,Qwen3.5-9B — parameter specification,https://huggingface.co/Qwen/Qwen3.5-9B/blob/c202236235762e1c871ad0ccb60c8ee5ba337b9a/README.md,"README.md: parameter count / named model variant; matching lines 4, 7, 10, 48, 73, 333, 746, 752, 758, 777, 783, 789",c202236235762e1c871ad0ccb60c8ee5ba337b9a,2026-09-15,publisher-report,Qwen/Qwen3.5-9B؛ شمار پارامترهای معرفی‌شده و حدود شمارش آن‌ها.,اعداد پارامتر معرفی مدل، گرد‌شده‌اند؛ safetensors.total شمار عناصر ذخیره‌شده است و الزاماً پارامتر یکتا نیست.
